Date;sta1;sta2;sta3;sta4;sta5
2011-01-25 11:00:00;13.8;31;19.4;15.1;31.5
2011-01-25 12:00:00;16.3;33.7;23.6;16;43.5
2011-01-25 13:00:00;10.4;36;25.8;18;42.5
2011-01-25 14:00:00;14;38.8;21;21.1;42.2
2011-01-25 15:00:00;14.7;31.1;15.8;25.3;35
2011-01-25 16:00:00;21.2;21.8;14.3;21.6;27.5
2011-01-25 17:00:00;20.7;54.5;17.4;24.6;25.3
2011-01-25 18:00:00;14.1;72.6;18.7;20.7;17.7
2011-01-25 19:00:00;15.7;53.6;21.2;26.8;32.7
2011-01-25 20:00:00;18.9;48.8;16.8;35.3;49
2011-01-25 21:00:00;21;42.6;16.6;34.4;45.2
2011-01-25 22:00:00;16.2;38.7;20.6;22.5;41.1
2011-01-25 23:00:00;23.6;31.5;22.3;22.5;44
2011-01-26 00:00:00;27.9;24.2;17.9;22.3;43.4
2011-01-26 01:00:00;24.6;22.3;14;21.9;30
2011-01-26 02:00:00;19.2;20.1;10.4;18.3;21.8
2011-01-26 03:00:00;18.7;17.8;8.9;13.2;17.4
2011-01-26 04:00:00;14.5;17.6;7.2;11.5;17
2011-01-26 05:00:00;13.7;16;6.8;7.4;19.3
2011-01-26 06:00:00;7.8;23;11.1;5.8;14.6
2011-01-26 07:00:00;5.5;83.9;10.1;12.1;16.8
2011-01-26 08:00:00;3.4;127;13.4;19.6;22.4
2011-01-26 09:00:00;5.1;88.6;16.5;20.1;30.2
2011-01-26 10:00:00;22;48.6;22.2;22;40
2011-01-26 11:00:00;23.5;38.6;26.7;16.1;47
2011-01-26 12:00:00;42;40.7;28.9;14;53.2
2011-01-26 13:00:00;32.8;41.3;29.8;20.1;49.7
2011-01-26 14:00:00;42.6;45.4;21.5;21;42.5
2011-01-26 15:00:00;41.8;58.3;22.9;14.1;36
2011-01-26 16:00:00;53.3;79.7;25.4;24.5;34.2
2011-01-26 17:00:00;42.6;94.8;;41.6;45
2011-01-26 18:00:00;38.2;94.8;;39.6;53
2011-01-26 19:00:00;58.8;96.2;;47.2;56.7
2011-01-26 20:00:00;65.8;92.1;;59.4;58.4
2011-01-26 21:00:00;75.5;78.8;;60;56.5
2011-01-26 22:00:00;72.7;67.3;;52.9;59.6
2011-01-26 23:00:00;69.7;60.4;24.4;57.4;52.7
2011-01-27 00:00:00;61.1;59.9;42.9;54;34.6
2011-01-27 01:00:00;33.1;52.9;36.1;34.8;39.8
2011-01-27 02:00:00;30.4;36.4;25.8;20.9;41.8
2011-01-27 03:00:00;33.2;24.3;20.3;17.3;32
2011-01-27 04:00:00;29.1;19.5;26.7;19.3;28.6
2011-01-27 05:00:00;33.5;18.2;32.9;15.7;36.3
2011-01-27 06:00:00;20;29.3;29.9;28.2;49.1
2011-01-27 07:00:00;34.7;49.4;32.5;39.1;48.7
2011-01-27 08:00:00;36.3;61.4;35.5;31.4;45
2011-01-27 09:00:00;40.8;55;37.2;39.2;45.8
2011-01-27 10:00:00;31.2;38.6;49;54.5;61.8
2011-01-27 11:00:00;39.8;25.2;56.4;49.4;67.9
2011-01-27 12:00:00;31.3;16.8;50.2;43.5;44.3
2011-01-27 13:00:00;21.8;12.7;39.2;30.1;41.4
2011-01-27 14:00:00;27.2;12.7;;30.9;42
2011-01-27 15:00:00;27.5;13;;21.3;31.6
2011-01-27 16:00:00;34.5;12.2;;17.2;31.9
2011-01-27 17:00:00;29.7;17;;22.2;34.6
2011-01-27 18:00:00;21.7;26.5;;31;36.9
2011-01-27 19:00:00;33.6;35.2;;53.1;58.7
2011-01-27 20:00:00;37.9;59.7;;79.5;81.8
2011-01-27 21:00:00;40.8;121;;119.2;88.1
2011-01-27 22:00:00;61.5;213.1;;150.5;98.1
2011-01-27 23:00:00;90.6;265;;161.1;92.2
2011-01-28 00:00:00;130.2;237.8;;168.2;70.7
2011-01-28 01:00:00;116.5;198.7;;192.1;112.3
2011-01-28 02:00:00;145.7;167.8;;191.5;212
2011-01-28 03:00:00;214.7;127.6;;215.6;257.9
2011-01-28 04:00:00;296.4;101.3;;192.1;223.9
2011-01-28 05:00:00;287.7;95.2;;153.8;173.4
2011-01-28 06:00:00;243.8;77;;113.9;136.8
2011-01-28 07:00:00;199.6;69.4;;91.2;103.7
2011-01-28 08:00:00;196;90.7;;95.9;90.4
2011-01-28 09:00:00;178.6;107;;116.1;100.7
2011-01-28 10:00:00;174.8;106.4;;105;131
2011-01-28 11:00:00;176.4;112.6;;108.9;143.1
2011-01-28 12:00:00;170.2;128.1;;98.1;116.4
2011-01-28 13:00:00;;138.4;;111.3;105.8
2011-01-28 14:00:00;108.8;131.1;;129.5;94.2
2011-01-28 15:00:00;67.8;110.5;;78.7;73.1
2011-01-28 16:00:00;47.1;95.7;;49.3;55.9
2011-01-28 17:00:00;51.3;90.2;;39.3;55.7
2011-01-28 18:00:00;42.9;92.7;;37.3;61.7
2011-01-28 19:00:00;50.5;93.9;;33.9;63.7
2011-01-28 20:00:00;46.4;86.4;;43.5;58.5
2011-01-28 21:00:00;38.1;74.5;;49.9;54.7
2011-01-28 22:00:00;40.9;62.7;;53.8;57
2011-01-28 23:00:00;37.2;60.8;;44.8;52.8
2011-01-29 00:00:00;30.9;48.1;;37.2;41.9
2011-01-29 01:00:00;28.9;36.2;;33.9;38.2
2011-01-29 02:00:00;21.4;27.7;;22.5;30.3
2011-01-29 03:00:00;11.8;17.2;;28.3;26.6
2011-01-29 04:00:00;27.4;14.6;;33.5;23.9
2011-01-29 05:00:00;17.9;19.6;;23.4;21.5
2011-01-29 06:00:00;10.4;22;;23.3;22.1
2011-01-29 07:00:00;11.3;21.9;;19.9;28.4
2011-01-29 08:00:00;17.6;22.1;;20.8;25.6
2011-01-29 09:00:00;16.4;30.8;;22.3;24
2011-01-29 10:00:00;19.5;55.5;73.4;28.1;31.7
2011-01-29 11:00:00;21.4;69.3;78.2;29.5;37.4
2011-01-29 12:00:00;27.2;61.7;62.6;26.8;45
2011-01-29 13:00:00;22.5;47.8;;28.3;50.8
2011-01-29 14:00:00;23.6;38.6;;26.9;50.5
2011-01-29 15:00:00;28.5;32.1;;23.1;55.3
2011-01-29 16:00:00;19.1;26.3;;17.7;56.3
2011-01-29 17:00:00;20.9;31.1;;23.4;48.3
2011-01-29 18:00:00;16.1;38.2;;27.8;47.3
2011-01-29 19:00:00;19.7;41.7;;26;54.7
2011-01-29 20:00:00;23.6;42.4;;35;59.1
2011-01-29 21:00:00;25.4;38.2;;45.3;52.3
2011-01-29 22:00:00;34.9;26;;36.3;55.3
2011-01-29 23:00:00;30.7;21.7;;31.1;51.3
2011-01-30 00:00:00;35.3;26;;37.4;46.3
2011-01-30 01:00:00;20.4;22.6;;32.4;41.1
2011-01-30 02:00:00;26.9;18.4;;28.5;32.7
2011-01-30 03:00:00;25.3;14.7;;24.9;32.9
2011-01-30 04:00:00;20.4;18.7;;22.3;30.4
2011-01-30 05:00:00;22.7;22.7;;23.5;29.3
2011-01-30 06:00:00;13.9;14.4;;25.2;23.7
2011-01-30 07:00:00;10.3;14.3;;21.2;23.8
2011-01-30 08:00:00;15.8;18.3;;26.4;28.5
2011-01-30 09:00:00;24.6;15.9;;27.6;30
2011-01-30 10:00:00;29.8;16.9;;31.7;34.4
2011-01-30 11:00:00;25.5;23.8;;32.9;34.2
2011-01-30 12:00:00;28.6;27.9;;37.8;39.5
2011-01-30 13:00:00;35.3;34.4;;36.4;44.5
2011-01-30 14:00:00;27.9;45.9;;35.3;47.4
2011-01-30 15:00:00;46.4;49.8;;31.6;48.4
2011-01-30 16:00:00;31.9;44.3;44.3;29;38.1
2011-01-30 17:00:00;51.2;44.6;54.7;34.9;35.2
2011-01-30 18:00:00;42.8;45.7;54.2;45.2;46.4
2011-01-30 19:00:00;42.5;47.2;50.7;51.7;57.9
2011-01-30 20:00:00;50.5;51.9;54.7;53.8;54
2011-01-30 21:00:00;59.1;52.9;52.7;56.6;57.2
2011-01-30 22:00:00;51.3;58.9;49.8;63.5;62.3
2011-01-30 23:00:00;51;56.1;47.8;65.2;65.4
2011-01-31 00:00:00;47.2;41.3;50.7;58.7;63.8
2011-01-31 01:00:00;50.6;37.1;42.7;62.9;56
2011-01-31 02:00:00;54;44.7;43.7;56.6;69.7
2011-01-31 03:00:00;47.4;40;33;45.2;86.6
2011-01-31 04:00:00;40.3;29.5;32.1;37.1;99.4
2011-01-31 05:00:00;43.2;46.1;25.7;37;94.8
2011-01-31 06:00:00;34.5;55.5;25.4;41.6;64.7
2011-01-31 07:00:00;33.9;56.7;29.6;46.6;59.7
2011-01-31 08:00:00;39.5;129.4;32.1;43.7;56.5
2011-01-31 09:00:00;57.2;148.9;47.2;47.6;63
2011-01-31 10:00:00;56;77.5;58.9;62;85.8
2011-01-31 11:00:00;45.3;57.7;;58.2;106.2
2011-01-31 12:00:00;50.4;70.3;;43.1;91.1
2011-01-31 13:00:00;27.4;78.3;;35;72.6
2011-01-31 14:00:00;34;75.9;;29.8;68.3
2011-01-31 15:00:00;41.7;85.3;;29.4;
2011-01-31 16:00:00;35.6;104.8;75.9;23.7;35
2011-01-31 17:00:00;31.3;122;58.9;29.4;53.6
2011-01-31 18:00:00;20;127.8;49.1;34.9;59.5
2011-01-31 19:00:00;38.9;116.9;47.1;39.4;66.3
2011-01-31 20:00:00;53.8;102.1;50.2;57.2;68.1
2011-01-31 21:00:00;44.9;95.1;43.5;55.7;75.3
2011-01-31 22:00:00;49.9;93.3;39.8;51.9;88.3
2011-01-31 23:00:00;41.1;83.1;35.2;46.4;79
2011-02-01 00:00:00;42.5;68.8;33.3;38;62.1
2011-02-01 01:00:00;32.4;55.7;20.7;39.4;49.3
2011-02-01 02:00:00;28.7;48.1;18.8;31.1;45.5
2011-02-01 03:00:00;25.4;41.1;18.5;26.5;42.1
2011-02-01 04:00:00;30.7;36.7;14.4;30;34.6
2011-02-01 05:00:00;35;33.7;16.4;30.1;37.8
2011-02-01 06:00:00;21.7;31.6;23.9;29.1;36.7
2011-02-01 07:00:00;29.5;88;23.6;31.1;36
2011-02-01 08:00:00;28.2;139.5;18.9;39.5;46.8
2011-02-01 09:00:00;28.5;127.8;30.4;38.5;52.6
2011-02-01 10:00:00;53;102.3;33.6;44.6;53.3
2011-02-01 11:00:00;56.6;66.1;37.8;53.5;59.2
2011-02-01 12:00:00;53.5;42.3;26.6;55.1;63.7
2011-02-01 13:00:00;35.8;36.5;18.9;48.5;
2011-02-01 14:00:00;24.6;30.8;14.9;41.8;58.9
2011-02-01 15:00:00;38.4;24.4;45.7;;
2011-02-01 16:00:00;32.9;30.5;30.3;;
2011-02-01 17:00:00;39.3;43.4;34.3;15.2;51.9
2011-02-01 18:00:00;27;53.2;31.8;22.8;49.7
2011-02-01 19:00:00;21.4;52.9;33.4;22.8;54.8
2011-02-01 20:00:00;35.7;62.8;35.2;29.8;64.2
2011-02-01 21:00:00;47.5;86.6;33.2;39.2;71.1
2011-02-01 22:00:00;47.9;88;37.7;57;75.6
2011-02-01 23:00:00;48.5;83.2;41.8;46.4;78.2
2011-02-02 00:00:00;43.1;75.6;54.7;39.6;73
2011-02-02 01:00:00;46;57.4;47.5;46.3;55.5
2011-02-02 02:00:00;56.5;45.4;47;43.6;53.4
2011-02-02 03:00:00;88;42.1;37.5;42.7;56.7
2011-02-02 04:00:00;73.2;46.7;54.6;47.2;64.9
2011-02-02 05:00:00;49.8;39.2;56.7;39.6;70.6
2011-02-02 06:00:00;35.1;37.9;50.3;31.9;74.8
2011-02-02 07:00:00;33.3;81.3;34.8;36.9;96.7
2011-02-02 08:00:00;85.5;141.9;31.5;40.3;129.8
2011-02-02 09:00:00;134.7;157.4;62.3;59.4;176.2
2011-02-02 10:00:00;153.2;119.4;90.9;61.5;184.9
2011-02-02 11:00:00;82.8;68.1;;40.5;146.9
2011-02-02 12:00:00;58.7;48.2;;43.6;101.1
2011-02-02 13:00:00;31.7;60.9;;23.9;59.7
2011-02-02 14:00:00;34.7;65.6;;39.7;43.6
2011-02-02 15:00:00;25;47.1;;21.2;31.3
2011-02-02 16:00:00;21.9;30.4;;17.5;23.3
2011-02-02 17:00:00;20.6;21.7;;12.4;20.3
2011-02-02 18:00:00;14.1;21.9;;25.6;30.5
2011-02-02 19:00:00;21.2;57.3;;31.6;52.1
2011-02-02 20:00:00;57.8;147.9;;81.5;80.7
2011-02-02 21:00:00;113.4;242.7;;134.2;142.2
2011-02-02 22:00:00;244.3;271.8;;155.7;255
2011-02-02 23:00:00;288.9;259.2;;159.9;399.7
2011-02-03 00:00:00;282;231.9;;180.3;392.5
2011-02-03 01:00:00;277.5;185.4;;148.6;346
2011-02-03 02:00:00;268.7;154.9;;184.7;416
2011-02-03 03:00:00;254.2;147.7;;104.6;371.4
2011-02-03 04:00:00;202.9;142.3;;84.2;305.7
2011-02-03 05:00:00;132.4;123.4;;91.6;231.8
2011-02-03 06:00:00;123.5;104.7;;75.7;151.4
2011-02-03 07:00:00;114.1;;;65.4;99.3
2011-02-03 08:00:00;76.2;;;50.5;76.4
2011-02-03 09:00:00;74;;;57.4;73.4
2011-02-03 10:00:00;47.3;;;39.7;67.3
2011-02-03 11:00:00;36.1;;;42.4;65.2
2011-02-03 12:00:00;24.4;;;27.1;60.9
2011-02-03 13:00:00;27.7;;;29;56.1
2011-02-03 14:00:00;21;;;31.2;63.3
2011-02-03 15:00:00;19.3;;;19.4;66
2011-02-03 16:00:00;30.7;;;28.1;61.8
2011-02-03 17:00:00;38;;;37;67.5
2011-02-03 18:00:00;47;;63.8;49;81.5
2011-02-03 19:00:00;49.6;;60;45.3;94.4
2011-02-03 20:00:00;60;;69.3;77;106.4
2011-02-03 21:00:00;66.2;;74.8;84;104.6
2011-02-03 22:00:00;79.9;;73.3;83.6;103.8
2011-02-03 23:00:00;79.3;;61.4;75.3;104.2
2011-02-04 00:00:00;67.3;;64.6;71.8;83.9
2011-02-04 01:00:00;65.2;;56.3;53.5;68.5
2011-02-04 02:00:00;44.8;;55.6;51.4;67.8
2011-02-04 03:00:00;50.4;;45.6;51.3;60.6
2011-02-04 04:00:00;41.5;;41.7;42;41.4
2011-02-04 05:00:00;34.8;;36.8;27.1;34.7
2011-02-04 06:00:00;23.7;;23.7;32.6;34.5
2011-02-04 07:00:00;24.9;;35.5;34.2;35.7
2011-02-04 08:00:00;26.8;;31.9;32.1;43.3
2011-02-04 09:00:00;38.7;;43;43.9;47.6
2011-02-04 10:00:00;34.9;;39.7;37.7;50.8
2011-02-04 11:00:00;42;;38.8;42.2;55.1
2011-02-04 12:00:00;42.7;;43.6;35.9;56.9
2011-02-04 13:00:00;24;;35.3;39.1;61.5
2011-02-04 14:00:00;20.7;;38.4;31.1;68.6
2011-02-04 15:00:00;32.4;119.2;34.1;31.3;66.1
2011-02-04 16:00:00;43.4;109.9;42.3;30.6;64.8
2011-02-04 17:00:00;34.2;85.8;50.7;32.6;67.7
2011-02-04 18:00:00;18.7;71.8;48.4;37;72.2
2011-02-04 19:00:00;33.8;69.9;48.3;52.7;78.1
2011-02-04 20:00:00;42.6;76.6;43.6;48.7;80.8
2011-02-04 21:00:00;46.5;72.5;55.5;48.6;80.4
2011-02-04 22:00:00;47.5;75.2;51.9;47.4;76.9
2011-02-04 23:00:00;54.3;74.1;51.8;53.3;69.1
2011-02-05 00:00:00;43.1;64;47.4;50.2;64.4
2011-02-05 01:00:00;44.8;53.4;31.9;52.8;61.2
2011-02-05 02:00:00;35.8;45;36.9;39.5;53.5
2011-02-05 03:00:00;34.2;40.4;22.2;39;43.4
2011-02-05 04:00:00;28.7;30.1;27;21.2;28.8
2011-02-05 05:00:00;30;20.7;21.7;22.3;21.2
2011-02-05 06:00:00;17.1;18.5;28.4;27;23.5
2011-02-05 07:00:00;22.8;37.7;33.1;39.7;27.8
2011-02-05 08:00:00;31.5;54.2;26.9;27.6;40.8
2011-02-05 09:00:00;53.8;63.8;55.9;26.2;57.8
2011-02-05 10:00:00;64.2;88;63.5;47;72.3
2011-02-05 11:00:00;54.9;110;57.2;41.7;78.3
2011-02-05 12:00:00;51.4;106.2;65.4;54;66
2011-02-05 13:00:00;29;82.4;76;49.5;49.7
2011-02-05 14:00:00;32.5;65.6;77.7;43.7;49.5
2011-02-05 15:00:00;26;43.6;69.2;42.8;50.7
2011-02-05 16:00:00;31.2;31.2;68.4;32.4;42.3
2011-02-05 17:00:00;46.3;32.8;62;35.4;33.4
2011-02-05 18:00:00;27.5;29.9;64;37.3;37
2011-02-05 19:00:00;33.4;33.6;77.3;56.4;52
2011-02-05 20:00:00;44.4;54.3;85;47.2;55.6
2011-02-05 21:00:00;52.3;83.3;73.6;65.2;49.5
2011-02-05 22:00:00;46.2;92.5;68.6;45.1;51.8
2011-02-05 23:00:00;51.4;97.4;58.7;58.1;53.8
2011-02-06 00:00:00;58.3;97.4;55.1;51.7;55
2011-02-06 01:00:00;58.6;107.5;57;48.1;59.6
2011-02-06 02:00:00;50.6;111.7;61.7;43.2;54.5
2011-02-06 03:00:00;51.9;116.3;56.6;62.9;49.3
2011-02-06 04:00:00;56.4;93.8;54.9;44;56.7
2011-02-06 05:00:00;44.8;68.7;48.6;49.7;63.5
2011-02-06 06:00:00;44.9;57.2;49.9;54.6;63.2
2011-02-06 07:00:00;47.2;56.1;47.6;71.9;60.4
2011-02-06 08:00:00;53.6;60;59;62.7;62.2
2011-02-06 09:00:00;58.9;78.6;52.9;73.6;58.6
2011-02-06 10:00:00;51.6;81.1;66.7;64.4;50.9
2011-02-06 11:00:00;44.4;83.9;59.2;56.4;47.5
2011-02-06 12:00:00;32;61.8;45.6;43.1;42.7
2011-02-06 13:00:00;45.8;44.5;41.4;44.5;47.4
2011-02-06 14:00:00;27.8;34.1;43.4;42.5;43.6
2011-02-06 15:00:00;23.9;20.7;44;34.7;31
2011-02-06 16:00:00;32.4;22.1;46.1;25.8;25.7
2011-02-06 17:00:00;43.3;24;40.1;41.7;31.7
2011-02-06 18:00:00;35.6;26.3;48.4;42.4;45.2
2011-02-06 19:00:00;42.2;47.6;61.6;55.6;53.2
2011-02-06 20:00:00;65.4;71.3;78.3;70.1;59.1
2011-02-06 21:00:00;95;113.2;85.1;79.9;62.8
2011-02-06 22:00:00;105.5;160.9;112.6;77.8;74.5
2011-02-06 23:00:00;195.6;199;102.5;98.1;78.5
2011-02-07 00:00:00;336.1;218.8;88.9;91.3;77.9
2011-02-07 01:00:00;406.2;217.9;92.3;113.1;81.8
2011-02-07 02:00:00;431.4;206.6;96.7;92;94.4
2011-02-07 03:00:00;223.9;171;90.6;93;148.2
2011-02-07 04:00:00;331;123.7;75.3;80;207.3
2011-02-07 05:00:00;372.9;95.6;67.1;75.8;230.8
2011-02-07 06:00:00;328.3;88;59.6;99.9;220.8
2011-02-07 07:00:00;261.4;130.7;94;89.6;177.4
2011-02-07 08:00:00;257.1;232.5;70.7;76.6;129.3
2011-02-07 09:00:00;302.9;196.9;71.2;84.6;127.2
2011-02-07 10:00:00;240.1;150.6;124.2;50.3;133.5
2011-02-07 11:00:00;140.4;123.6;106.9;54.2;106
2011-02-07 12:00:00;90.3;104;65.8;37.3;88.2
2011-02-07 13:00:00;53.7;105.1;51.4;37.5;73.8
2011-02-07 14:00:00;28.9;84.2;43.3;27.6;72.1
2011-02-07 15:00:00;47.6;68.5;33.9;21;72.4
2011-02-07 16:00:00;62.1;35.9;43.1;43.2;73.3
2011-02-07 17:00:00;73;35.7;44.3;39.6;92.3
2011-02-07 18:00:00;49.8;94.4;43.1;56;114.3
2011-02-07 19:00:00;61.1;124.9;60.1;70.9;134
2011-02-07 20:00:00;82.8;128.5;95.9;74.9;155.4
2011-02-07 21:00:00;108;143.8;159.1;104.8;166.6
2011-02-07 22:00:00;165.1;211.5;188.1;103.7;170.9
2011-02-07 23:00:00;197.9;281.4;230.3;121.7;170.2
2011-02-08 00:00:00;222.8;316.8;218.7;120.8;163.7
2011-02-08 01:00:00;242;284.6;232.2;178;174.4
2011-02-08 02:00:00;228.7;240.9;240.6;276.2;276.6
2011-02-08 03:00:00;229.2;200.1;183.1;185.2;375
2011-02-08 04:00:00;259.4;179.6;144.8;189.1;346.9
2011-02-08 05:00:00;207.1;160.9;133.1;184.8;361.2
2011-02-08 06:00:00;315.6;147.3;150.1;195.5;314.3
2011-02-08 07:00:00;354.4;194.7;154.2;152;290.5
2011-02-08 08:00:00;377.1;241.2;135.5;160.8;294.2
2011-02-08 09:00:00;430.9;219.8;139.3;149.9;309.3
2011-02-08 10:00:00;333.4;163.5;150.9;185.6;282.6
2011-02-08 11:00:00;207;121.6;130.9;160.5;
2011-02-08 12:00:00;129.6;99.6;110.5;116.5;
2011-02-08 13:00:00;73.8;69.8;119.6;104.4;
2011-02-08 14:00:00;70;60.5;101.8;103.5;
2011-02-08 15:00:00;61.1;50.7;109.7;84.8;
2011-02-08 16:00:00;48.4;45.3;95.8;57.9;
2011-02-08 17:00:00;44.6;48.6;107.6;62.5;
2011-02-08 18:00:00;53.2;70.2;95.6;64.8;
2011-02-08 19:00:00;75;101.2;153.3;108.2;
2011-02-08 20:00:00;102.6;175.1;193.5;122.2;
2011-02-08 21:00:00;149;271.5;171.4;152;
2011-02-08 22:00:00;148.4;256.6;170.3;123.2;
2011-02-08 23:00:00;157.4;223.5;179.6;158.2;
2011-02-09 00:00:00;133;228.4;195.1;106.4;
2011-02-09 01:00:00;131;226;217;262.3;
2011-02-09 02:00:00;149.4;249.9;215.6;212.3;
2011-02-09 03:00:00;173.6;255.7;196.2;148.6;
2011-02-09 04:00:00;195.3;196.8;138.1;144.5;
2011-02-09 05:00:00;229.5;162.1;103.8;119.1;
2011-02-09 06:00:00;259.4;146.8;100.5;106.1;
2011-02-09 07:00:00;268.3;133.4;89.6;113.4;
2011-02-09 08:00:00;304.1;129.1;72.1;105;
2011-02-09 09:00:00;346.5;106.2;79.2;;
2011-02-09 10:00:00;283.5;91.7;72;;
2011-02-09 11:00:00;149.5;82.9;58.5;;
2011-02-09 12:00:00;76.7;82;52.5;;
2011-02-09 13:00:00;49.3;82.5;45.2;;
2011-02-09 14:00:00;26.6;82.3;43.7;;
2011-02-09 15:00:00;23.5;83.8;50.3;;
2011-02-09 16:00:00;14.6;94.1;43.2;;
2011-02-09 17:00:00;15.4;85;39.6;;
2011-02-09 18:00:00;10.2;70;25.1;;
2011-02-09 19:00:00;22.7;63;37.4;;
2011-02-09 20:00:00;34.9;63.6;45.5;;
2011-02-09 21:00:00;49.8;63.8;75.8;;
2011-02-09 22:00:00;75;63.7;69.6;;
2011-02-09 23:00:00;56.8;64.5;60.2;;
2011-02-10 00:00:00;83.1;59.5;59.5;;
2011-02-10 01:00:00;76.2;54.4;45.6;;
2011-02-10 02:00:00;74.8;44.3;61.3;;
2011-02-10 03:00:00;73.3;54.2;59.4;;
2011-02-10 04:00:00;63.4;57.2;51.6;;
2011-02-10 05:00:00;62.4;48;35.8;;
2011-02-10 06:00:00;59.7;51.9;36.3;;
2011-02-10 07:00:00;56.9;122;22;;
2011-02-10 08:00:00;42.3;140.4;34.7;;
2011-02-10 09:00:00;37.9;155.4;60.3;;
2011-02-10 10:00:00;36.1;139.3;57.2;;77.3
2011-02-10 11:00:00;41.3;123.4;42.2;;76.5
2011-02-10 12:00:00;40.2;111.7;45.7;;71.8
2011-02-10 13:00:00;36.3;101.2;54.2;10.1;74.7
2011-02-10 14:00:00;41.4;76.7;31.6;18.4;66.8
2011-02-10 15:00:00;41.1;73.9;30.9;;62.8
2011-02-10 16:00:00;29.7;77.9;32.7;;60.1
2011-02-10 17:00:00;26.2;82.2;28.3;22.2;63.2
2011-02-10 18:00:00;14.8;81.3;25.4;33.9;61.3
2011-02-10 19:00:00;19.8;87.5;31.4;38.6;58.3
2011-02-10 20:00:00;38.6;92.5;55.6;53.9;78.3
2011-02-10 21:00:00;55.6;103.9;60.8;66;83.7
2011-02-10 22:00:00;68.1;116.6;79.8;67.3;92.6
2011-02-10 23:00:00;91.4;123.5;90.9;74.5;94.2
2011-02-11 00:00:00;100.1;139.5;92.2;82.1;89.1
2011-02-11 01:00:00;105.2;127.5;103.4;99.6;76.7
2011-02-11 02:00:00;129.9;113.5;121.8;103.2;95.5
2011-02-11 03:00:00;140.6;86.8;144.7;81.7;91.2
2011-02-11 04:00:00;140.5;64.9;139.2;68.4;65.2
2011-02-11 05:00:00;129.4;63.9;115.1;63;75
2011-02-11 06:00:00;128.1;56.4;83.3;65;96.5
2011-02-11 07:00:00;136.9;106.9;63.7;73.5;143.6
2011-02-11 08:00:00;165.1;133.7;72.7;85.9;187
2011-02-11 09:00:00;211.5;118.3;92.6;104.7;256.7
2011-02-11 10:00:00;176.2;114.8;124.3;110.2;228.7
2011-02-11 11:00:00;94.6;134;139.3;85;154.2
2011-02-11 12:00:00;69.8;126.6;81.2;53.7;116.1
2011-02-11 13:00:00;41.3;98.4;71.1;35.4;84.7
2011-02-11 14:00:00;46.4;62.3;57.8;29.8;50.1
2011-02-11 15:00:00;26.2;41.1;50.1;23.6;37.2
2011-02-11 16:00:00;16.1;28.2;38.9;14.7;29.4
2011-02-11 17:00:00;29.2;24.7;48;10;28.3
2011-02-11 18:00:00;17.6;18.2;44.3;11.6;25.7
2011-02-11 19:00:00;14;17.1;65.2;25.3;21.3
2011-02-11 20:00:00;26.7;11.5;93.1;41.8;41.3
2011-02-11 21:00:00;35.4;68.3;97.3;44.9;54
2011-02-11 22:00:00;33.6;144.5;114.2;39.6;54.6
2011-02-11 23:00:00;37.6;199.8;90.3;41.8;40.7
2011-02-12 00:00:00;26.3;211;75.2;45.7;26.2
2011-02-12 01:00:00;31.9;148.2;57.7;42.6;26.8
2011-02-12 02:00:00;30.2;83.6;54.5;35.6;40.2
2011-02-12 03:00:00;34.8;44.4;38.8;29.1;34.6
2011-02-12 04:00:00;34;30.5;36.1;32.3;33.4
2011-02-12 05:00:00;35.2;22.5;38.3;36.4;31
2011-02-12 06:00:00;20.4;26.1;38.9;40.1;26.1
2011-02-12 07:00:00;28.7;23.2;28.9;44;26.2
2011-02-12 08:00:00;31.8;31.3;33.5;44.4;32.9
2011-02-12 09:00:00;38.9;34;37.6;44.3;31.3
2011-02-12 10:00:00;36.6;22.5;47;42;22.2
2011-02-12 11:00:00;31.2;13.9;78.5;36.5;32.5
2011-02-12 12:00:00;44.5;15.6;60.9;40.5;45.5
2011-02-12 13:00:00;43.9;18;64;37.7;34.2
2011-02-12 14:00:00;37.1;20.2;70.4;32.2;38.7
2011-02-12 15:00:00;52.6;27;71.7;36;38.9
2011-02-12 16:00:00;44.6;28.4;60.6;37.8;36
2011-02-12 17:00:00;35.9;30.2;77.7;33;43.4
2011-02-12 18:00:00;28.6;36.7;64.4;41.3;48.4
2011-02-12 19:00:00;51.7;40.9;58.1;57.7;60.8
2011-02-12 20:00:00;52.2;30.2;58.5;59;66.4
2011-02-12 21:00:00;59.3;39.8;66.6;52.9;61.1
2011-02-12 22:00:00;58;45.7;60.1;56;63.9
2011-02-12 23:00:00;59.5;47.2;61.6;61.3;69.2
2011-02-13 00:00:00;51.1;45.1;50.7;63.4;86
2011-02-13 01:00:00;39.8;37.8;35.8;52.6;78.4
2011-02-13 02:00:00;38.6;36.7;26.3;32.9;58.9
2011-02-13 03:00:00;26.3;33.1;32.2;34.1;36.7
2011-02-13 04:00:00;18.6;24.8;19.3;31.7;19.8
2011-02-13 05:00:00;17.6;19.8;12.8;20.6;21.2
2011-02-13 06:00:00;10.8;30.4;10.9;19.4;20.9
2011-02-13 07:00:00;6.2;28.1;20.5;17.3;21.1
2011-02-13 08:00:00;13;20.4;13.6;16.7;20.3
2011-02-13 09:00:00;10.8;22.8;18.7;23.9;24.3
2011-02-13 10:00:00;13.9;35.8;27.3;31.3;26.7
