Date;sta1;sta2;sta3;sta4;sta5
2008-09-11 19:00:00;0;36.5;37.1;17.5;20.1
2008-09-11 20:00:00;9.3;23.3;80.3;37.2;33.6
2008-09-11 21:00:00;21.8;62.7;46.5;37;44
2008-09-11 22:00:00;20.2;37.2;21.8;27.8;23.8
2008-09-11 23:00:00;17;19.6;21;28.1;41.6
2008-09-12 00:00:00;21.1;19.8;35.2;29.3;26.7
2008-09-12 01:00:00;10.7;21.9;23.8;14.8;23.6
2008-09-12 02:00:00;27.6;29.4;16.4;21.3;38.9
2008-09-12 03:00:00;23.2;31.3;23.8;27.2;42.7
2008-09-12 04:00:00;12.6;34.9;11.7;22;25.4
2008-09-12 05:00:00;32.4;36.2;14;16.8;59.5
2008-09-12 06:00:00;13.9;102.5;28.9;33.6;108.7
2008-09-12 07:00:00;34.5;145.3;10;25.8;160.9
2008-09-12 08:00:00;64;158.3;30.1;56.1;184.2
2008-09-12 09:00:00;72.7;104.8;37.4;55.8;181.4
2008-09-12 10:00:00;40.1;101.5;38.5;64.3;91.6
2008-09-12 11:00:00;24.4;72.6;43.7;49.6;60.2
2008-09-12 12:00:00;27.9;67.7;39.5;38.3;36
2008-09-12 13:00:00;39.5;32.9;32.7;29.3;27.9
2008-09-12 14:00:00;23;42.2;44.6;41;26
2008-09-12 15:00:00;16.4;16.4;46.1;28.3;29.3
2008-09-12 16:00:00;9.8;17.8;32.8;19;32.1
2008-09-12 17:00:00;8.5;10.7;19.2;40.6;18.6
2008-09-12 18:00:00;14.4;40.1;23.1;46.1;15.4
2008-09-12 19:00:00;20.4;27.9;52.8;53.5;12.4
2008-09-12 20:00:00;41.1;55.1;93.8;55.8;45.7
2008-09-12 21:00:00;72.1;99.2;123.6;78.9;60.3
2008-09-12 22:00:00;44.2;122.5;73.2;81.1;56.6
2008-09-12 23:00:00;42.9;178.4;81.5;98.3;103.3
2008-09-13 00:00:00;54.2;193.3;95;94.2;101.8
2008-09-13 01:00:00;67.2;188.1;46.6;98.3;76.9
2008-09-13 02:00:00;100.7;178.6;94.5;82.4;83.9
2008-09-13 03:00:00;140.8;184.6;56.7;89;166.1
2008-09-13 04:00:00;124.1;147.3;65.7;47.9;136.6
2008-09-13 05:00:00;116;94.1;55.1;116.9;146.2
2008-09-13 06:00:00;97.3;157.4;59.4;100.1;107.3
2008-09-13 07:00:00;79.8;211.1;74.9;93.3;72.6
2008-09-13 08:00:00;106.7;110.5;52.1;127.2;95.5
2008-09-13 09:00:00;104.6;158.9;85.3;103.3;76.4
2008-09-13 10:00:00;64.4;111.4;104.3;75;84.5
2008-09-13 11:00:00;52.6;139.8;36.7;90.2;62.8
2008-09-13 12:00:00;42.7;77.5;63.7;47.6;50.5
2008-09-13 13:00:00;36.9;37.3;52.3;42.8;37.3
2008-09-13 14:00:00;39.8;64.5;54.7;36.8;36.5
2008-09-13 15:00:00;12.5;37.8;27.7;54.8;65.2
2008-09-13 16:00:00;46.1;47.8;50.6;38.7;58.5
2008-09-13 17:00:00;18.5;43.5;23.3;44.7;46.7
2008-09-13 18:00:00;27.5;59.7;44.8;28.2;70
2008-09-13 19:00:00;26.6;71.5;72.9;61.5;51.5
2008-09-13 20:00:00;51.7;109.6;87.4;119.2;65.2
2008-09-13 21:00:00;68.4;161.5;98.7;96.6;86.9
2008-09-13 22:00:00;54.5;193.6;77.3;91;79.2
2008-09-13 23:00:00;50;153.2;77.2;91;65.6
2008-09-14 00:00:00;57.6;109.8;40.5;85.6;91
2008-09-14 01:00:00;48.2;136.2;60;64.7;157.9
2008-09-14 02:00:00;50.6;82.6;50.8;72.7;89.5
2008-09-14 03:00:00;62.4;119.5;69;61.6;71.1
2008-09-14 04:00:00;42.3;70.5;41.7;53.3;40.3
2008-09-14 05:00:00;18.4;29.5;14.9;24;37.4
2008-09-14 06:00:00;17.2;30.4;12.4;23.4;18
2008-09-14 07:00:00;16;15.8;10.8;15.7;30.9
2008-09-14 08:00:00;10.9;32;26.3;19;39.8
2008-09-14 09:00:00;31.9;35.5;18.7;28;39.9
2008-09-14 10:00:00;20.2;28.6;7.5;15;35.1
2008-09-14 11:00:00;17;46.4;11.8;25.1;41.5
2008-09-14 12:00:00;21.4;49.5;18.9;18.6;30.5
2008-09-14 13:00:00;5.9;63.3;36.2;12.8;15.7
2008-09-14 14:00:00;11.5;51.3;32.6;13.6;44.6
2008-09-14 15:00:00;20.1;52.6;12.5;11.4;37.3
2008-09-14 16:00:00;10.3;41.1;22.5;22;30.5
2008-09-14 17:00:00;7.2;39;15.8;18.8;28.9
2008-09-14 18:00:00;11.3;35;33.7;7.1;28.1
2008-09-14 19:00:00;7.4;36.7;42.2;7.9;16.5
2008-09-14 20:00:00;24.9;36;20.8;19.2;17.4
2008-09-14 21:00:00;17.3;14.3;19.2;32.3;21.3
2008-09-14 22:00:00;33.1;32.3;15.7;19.7;33.2
2008-09-14 23:00:00;14.4;22.6;20.7;13.7;24.5
2008-09-15 00:00:00;16.7;29.7;39;24.3;36.8
2008-09-15 01:00:00;18.8;21.9;12.3;13.9;21.2
2008-09-15 02:00:00;10.9;17.5;12;16;23.6
2008-09-15 03:00:00;8.2;25.1;11.6;19.7;30.1
2008-09-15 04:00:00;15.9;13;13.5;19.7;17.4
2008-09-15 05:00:00;17.6;27.8;22.8;18.9;33.3
2008-09-15 06:00:00;12.7;15.8;8.3;49.2;12
2008-09-15 07:00:00;12.8;13.5;8.5;32.6;21.1
2008-09-15 08:00:00;9.3;30.9;25.8;22.5;28.7
2008-09-15 09:00:00;9.2;30.7;14.8;14.4;45.7
2008-09-15 10:00:00;13.6;46.9;13.4;20;68.9
2008-09-15 11:00:00;20.9;73.8;28.2;37.8;49.8
2008-09-15 12:00:00;33;48.6;23.9;33.3;61.6
2008-09-15 13:00:00;13;71.9;40.7;10;38.2
2008-09-15 14:00:00;11.6;75.9;36.4;11.6;48.1
2008-09-15 15:00:00;7.2;62.6;33.6;37.6;63.8
2008-09-15 16:00:00;6.2;86.2;37.3;28.5;76.5
2008-09-15 17:00:00;15.9;71.3;29.7;33.6;30.9
2008-09-15 18:00:00;12.7;68.6;30.9;21.9;54.3
2008-09-15 19:00:00;26.6;72.3;50;20.2;75.5
2008-09-15 20:00:00;37.4;70.6;65.4;46.6;58.3
2008-09-15 21:00:00;51.4;62.7;51.1;42.2;69.4
2008-09-15 22:00:00;38.3;93.7;32.7;34.3;40.2
2008-09-15 23:00:00;13.3;80.2;43.1;46.2;45.9
2008-09-16 00:00:00;13.8;102.4;48;35.8;54.9
2008-09-16 01:00:00;22.1;90.6;40.3;42;81.7
2008-09-16 02:00:00;34.1;92.6;30.7;47.3;59.7
2008-09-16 03:00:00;26.4;70.1;44.4;43.8;82.4
2008-09-16 04:00:00;37.4;69.9;33.2;44.6;86
2008-09-16 05:00:00;34.5;61.5;34.6;50.1;89.6
2008-09-16 06:00:00;35.3;97.5;26.7;47.8;86.1
2008-09-16 07:00:00;26.7;132.3;36.4;60.9;85.7
2008-09-16 08:00:00;69;114.7;48.2;94.1;169.2
2008-09-16 09:00:00;67.8;107.8;47.5;81.6;97.4
2008-09-16 10:00:00;36.7;96.5;83.8;65.7;97.4
2008-09-16 11:00:00;22.9;98.4;64.3;69;61.5
2008-09-16 12:00:00;32.3;78;65;52.3;69.9
2008-09-16 13:00:00;51.8;79.7;96.8;61.6;78
2008-09-16 14:00:00;26.2;55.1;57.4;59.1;79
2008-09-16 15:00:00;30.2;76.2;70;58.9;84.1
2008-09-16 16:00:00;24.1;70.6;57.8;56.3;89.3
2008-09-16 17:00:00;34.2;60.3;56.1;66.9;95.5
2008-09-16 18:00:00;39.6;81.9;66.3;43.5;95.1
2008-09-16 19:00:00;62.9;68.6;77.8;54.6;91.5
2008-09-16 20:00:00;75.3;125.5;79.7;78.4;91.4
2008-09-16 21:00:00;62.2;105.1;78.3;67.7;103.3
2008-09-16 22:00:00;77.1;91.2;66.3;73.7;93.1
2008-09-16 23:00:00;56.4;122.9;81.7;81.3;98
2008-09-17 00:00:00;60.4;114.2;52.6;106.7;138.1
2008-09-17 01:00:00;89.8;81;70.9;88.6;162.8
2008-09-17 02:00:00;55.6;128.1;53.8;95.4;119.1
2008-09-17 03:00:00;67.7;90.8;55.7;81.6;110.1
2008-09-17 04:00:00;56.5;107.3;50.8;71.6;81.9
2008-09-17 05:00:00;50.7;75.5;28.3;71.3;71.5
2008-09-17 06:00:00;66.7;82.4;54.7;58.7;47.2
2008-09-17 07:00:00;43.6;100;47;79.7;73.6
2008-09-17 08:00:00;41.9;77.8;44;67.8;102
2008-09-17 09:00:00;40.1;82.2;37.2;78.8;88.6
2008-09-17 10:00:00;57.7;101.3;36.1;60.8;94.6
2008-09-17 11:00:00;26.6;75.9;45.2;48.9;66.6
2008-09-17 12:00:00;;61.1;32.8;64.4;37.8
2008-09-17 13:00:00;49.4;55.8;45.4;61.6;40
2008-09-17 14:00:00;27.7;21.9;60.1;42.2;93.2
2008-09-17 15:00:00;31.9;99.8;47.7;35.4;39.4
2008-09-17 16:00:00;16.2;72.9;31.7;15.2;
2008-09-17 17:00:00;12.1;67.5;13.9;32.1;19.8
2008-09-17 18:00:00;16.3;69;22.5;26.4;16.1
2008-09-17 19:00:00;47;46.9;19.2;25.5;35.9
2008-09-17 20:00:00;17.3;27.9;19.5;42.8;34.8
2008-09-17 21:00:00;22;17.8;11.4;26.7;29.8
2008-09-17 22:00:00;;28.3;10.2;25.8;41
2008-09-17 23:00:00;48.9;38.1;20.8;22;42.1
2008-09-18 00:00:00;39;21.6;12.4;;15.3
2008-09-18 01:00:00;70.2;20.4;8.5;;14.3
2008-09-18 02:00:00;22.7;19;20.9;;25.8
2008-09-18 03:00:00;68.3;15.6;8.8;;17.7
2008-09-18 04:00:00;21.4;13.8;9.1;;17.3
2008-09-18 05:00:00;13.9;8.2;15.7;;21.3
2008-09-18 06:00:00;;16.6;7.9;;15.3
2008-09-18 07:00:00;;56.7;0.6;;20.3
2008-09-18 08:00:00;;29.4;1.7;;20.9
2008-09-18 09:00:00;;40;;9.8;30.9
2008-09-18 10:00:00;;;11.4;13.2;61.1
2008-09-18 11:00:00;12.4;35.1;13.9;58.1;48
2008-09-18 12:00:00;10;100.6;12.3;22.5;54.3
2008-09-18 13:00:00;1.3;111.1;8.7;11.2;19.5
2008-09-18 14:00:00;10.1;79.1;9.6;11.5;27.7
2008-09-18 15:00:00;10.5;105.3;14.8;9.1;44.5
2008-09-18 16:00:00;7.2;122.5;12.2;10.5;35.9
2008-09-18 17:00:00;8.1;124;11;10.2;21.1
2008-09-18 18:00:00;10.8;88.5;7.4;12.9;13.4
2008-09-18 19:00:00;5.5;90.3;13.2;19.4;27
2008-09-18 20:00:00;0.9;72;24.7;36.5;33.2
2008-09-18 21:00:00;25;78;16;10.1;40.9
2008-09-18 22:00:00;36;73.5;20.5;8.7;29.1
2008-09-18 23:00:00;27.1;119.3;24.2;31.9;31.8
2008-09-19 00:00:00;13.8;92.6;30.2;25.6;36.8
2008-09-19 01:00:00;15.3;101.5;31.9;17.2;51.3
2008-09-19 02:00:00;27.3;146.5;24.7;47.4;75.3
2008-09-19 03:00:00;40.5;142.1;23.4;31.6;37.7
2008-09-19 04:00:00;23.8;59.1;19.8;33.8;26.6
2008-09-19 05:00:00;8.3;26.8;16.2;18.5;15.9
2008-09-19 06:00:00;7.5;73.9;6.6;11.8;15.3
2008-09-19 07:00:00;14.5;142.6;18.8;13.1;36.4
2008-09-19 08:00:00;17.1;69;20.8;28.5;39.1
2008-09-19 09:00:00;35.5;75.3;29.4;28.8;78.3
2008-09-19 10:00:00;14.6;115.5;40.4;19.9;50.7
2008-09-19 11:00:00;12.7;103.5;16.9;19.9;65.2
2008-09-19 12:00:00;12.1;114.4;20.5;22.7;44.4
2008-09-19 13:00:00;10.3;101.4;9;16.9;70.1
2008-09-19 14:00:00;8.2;84.9;20.7;16.4;22.3
2008-09-19 15:00:00;13.7;99.8;10.5;14.6;36.9
2008-09-19 16:00:00;20.8;84;24.6;10.5;61.2
2008-09-19 17:00:00;16.4;129.5;21.4;17.5;102.8
2008-09-19 18:00:00;11.6;87.4;23.9;15.5;21
2008-09-19 19:00:00;11.5;85.1;33.6;53.4;18.3
2008-09-19 20:00:00;32.1;93;31.3;24.8;41.4
2008-09-19 21:00:00;36.2;57.1;54.1;23.1;35.1
2008-09-19 22:00:00;27.5;73.3;25.9;26.3;53.3
2008-09-19 23:00:00;27;54.9;21.8;36.6;44.6
2008-09-20 00:00:00;18.8;72;27.7;21.5;54.9
2008-09-20 01:00:00;18.4;69.4;26.4;21.8;36.7
2008-09-20 02:00:00;5.2;73.7;21.7;31;36.5
2008-09-20 03:00:00;24;48.8;12.5;25.4;38.2
2008-09-20 04:00:00;21;35.4;10.6;15.5;71.4
2008-09-20 05:00:00;15.3;37;15.1;24.4;48.9
2008-09-20 06:00:00;11.9;46.2;28.8;3;42.9
2008-09-20 07:00:00;6.6;54;15.3;28.8;26.1
2008-09-20 08:00:00;22.8;53.3;17;13.5;33.9
2008-09-20 09:00:00;12.2;38.5;26.2;8.2;46.2
2008-09-20 10:00:00;10.8;50.5;20.6;8;74
2008-09-20 11:00:00;12.9;28.2;24.4;16.1;62.4
2008-09-20 12:00:00;26.8;73.2;21.3;9.3;42.4
2008-09-20 13:00:00;17.7;83.7;9.8;18.5;23.3
2008-09-20 14:00:00;13.1;80.9;19.5;16.6;42.9
2008-09-20 15:00:00;8.5;51.4;23.9;32.5;22.6
2008-09-20 16:00:00;13;61.7;25.3;16.1;28.1
2008-09-20 17:00:00;21.2;80.8;40.1;29.7;14.2
2008-09-20 18:00:00;12.4;59.8;16.3;22;28.5
2008-09-20 19:00:00;20.1;28.1;30.3;23.8;28.2
2008-09-20 20:00:00;43.8;45.4;24.4;20.6;47.5
2008-09-20 21:00:00;31.1;25.5;33.3;20.5;23.1
2008-09-20 22:00:00;16.4;33.9;24.7;21;27.6
2008-09-20 23:00:00;18.3;25;7.9;30.4;42.8
2008-09-21 00:00:00;21;21.6;17.6;16;31.9
2008-09-21 01:00:00;20.9;24.8;13.5;10.5;40.4
2008-09-21 02:00:00;16.1;28.9;16.3;34.2;31.1
2008-09-21 03:00:00;37.8;11.8;6.9;26.4;24.6
2008-09-21 04:00:00;13.3;27.9;8.3;12.7;17.7
2008-09-21 05:00:00;2.7;16.6;20.5;12.9;26.8
2008-09-21 06:00:00;7.7;8.4;12.3;13;16.7
2008-09-21 07:00:00;6.7;22.5;10.2;14.2;11.2
2008-09-21 08:00:00;5.7;11;8.3;9.7;
2008-09-21 09:00:00;5.2;8.8;10.6;23.5;
2008-09-21 10:00:00;20.9;13.8;5.5;9.1;
2008-09-21 11:00:00;73.6;8.2;7.7;22.4;
2008-09-21 12:00:00;10.7;10.1;15.4;15;
2008-09-21 13:00:00;14.5;15.2;8.1;17;
2008-09-21 14:00:00;8.4;20.3;7;13.3;
2008-09-21 15:00:00;8.6;14.9;9.5;21.7;
2008-09-21 16:00:00;14.3;34.8;23.1;25.9;
2008-09-21 17:00:00;20.1;28;16.8;9.7;
2008-09-21 18:00:00;16.9;35.3;11.5;25.5;
2008-09-21 19:00:00;19.5;39.5;13.4;13.6;
2008-09-21 20:00:00;64.2;37.8;11.7;20.8;
2008-09-21 21:00:00;32.4;49.9;14;15.9;
2008-09-21 22:00:00;12.9;59.6;2.3;21.6;
2008-09-21 23:00:00;8.6;44.1;10.6;22.5;
2008-09-22 00:00:00;11.2;49.8;6.3;42.2;
2008-09-22 01:00:00;20.2;43.5;21.1;29.8;
2008-09-22 02:00:00;19.8;31.6;11.5;31.6;
2008-09-22 03:00:00;21.2;48;36;30.2;
2008-09-22 04:00:00;22.2;34.5;25;37.7;
2008-09-22 05:00:00;11.1;37.2;19.2;11.9;
2008-09-22 06:00:00;29.4;25.6;18.3;29.6;
2008-09-22 07:00:00;13.3;97.5;21.6;20.9;
2008-09-22 08:00:00;30;44.5;34.9;38.8;
2008-09-22 09:00:00;25.9;45.7;20;53.6;
2008-09-22 10:00:00;57.5;53.2;34.7;64.1;
2008-09-22 11:00:00;57.2;50.3;24;35.5;
2008-09-22 12:00:00;18.2;108.3;54.5;46.9;
2008-09-22 13:00:00;45.3;240.5;14.6;31.4;
2008-09-22 14:00:00;13.3;132;7.6;16.4;
2008-09-22 15:00:00;12.5;113.8;24.2;22.1;
2008-09-22 16:00:00;8.7;100.7;11.6;13.8;
2008-09-22 17:00:00;11.4;77.1;9;13;44.2
2008-09-22 18:00:00;11;92.2;29.2;13.2;35.7
2008-09-22 19:00:00;11.6;101.2;37.2;15.4;60.5
2008-09-22 20:00:00;26.2;84.9;33.2;28.8;99.7
2008-09-22 21:00:00;33;71.2;31.1;16.2;60.5
2008-09-22 22:00:00;13.6;49.3;27;22.9;70.9
2008-09-22 23:00:00;20.2;34.3;34.4;39.1;85.3
2008-09-23 00:00:00;15.3;55.7;34.5;24;90.4
2008-09-23 01:00:00;22.9;48.7;26.7;19.5;72.8
2008-09-23 02:00:00;27.2;37.6;12.4;54.4;76
2008-09-23 03:00:00;26.6;30.5;21.7;22.1;88.1
2008-09-23 04:00:00;25.6;44.8;12.3;8;64.3
2008-09-23 05:00:00;11;34.7;29.1;12.1;44.6
2008-09-23 06:00:00;8.5;31.6;14.6;8;31.7
2008-09-23 07:00:00;24.8;146.4;11.4;25.7;49.8
2008-09-23 08:00:00;29.4;230.4;16.1;32.7;142.5
2008-09-23 09:00:00;60.5;138.5;54.8;37.8;225.4
2008-09-23 10:00:00;41.3;88.6;68.4;33.3;180.3
2008-09-23 11:00:00;25.8;136.7;41.2;20.9;73.2
2008-09-23 12:00:00;18;111.6;25.7;10.9;74.2
2008-09-23 13:00:00;10;78.3;14.3;34.5;36.5
2008-09-23 14:00:00;10.4;62.1;19.2;34.7;24.7
2008-09-23 15:00:00;12.9;108.3;28.3;14.1;41.1
2008-09-23 16:00:00;11.8;76.1;36.8;16.7;50.2
2008-09-23 17:00:00;13.5;80.5;13.5;21.4;39.9
2008-09-23 18:00:00;21.8;74.3;14.9;38.4;56.5
2008-09-23 19:00:00;19.9;139;45.7;34.1;81.8
2008-09-23 20:00:00;22.3;145.6;42.3;18.8;85.6
2008-09-23 21:00:00;25.6;60.6;29.7;37.2;49
2008-09-23 22:00:00;49.9;38.3;15.3;43.2;65
2008-09-23 23:00:00;22.6;27.7;14.3;25.5;59.8
2008-09-24 00:00:00;14.6;31.1;23.1;48.3;45.3
2008-09-24 01:00:00;26.6;38.3;22.6;20.9;22
2008-09-24 02:00:00;33.5;50.5;22;33.3;15.6
2008-09-24 03:00:00;22.2;41.6;9.8;11.8;34.5
2008-09-24 04:00:00;4.2;17.1;14.4;9.7;15.5
2008-09-24 05:00:00;8.6;40.7;11.3;8.7;24
2008-09-24 06:00:00;6.8;69.2;11;14.6;68.4
2008-09-24 07:00:00;17.7;120.8;12.5;25.8;122.4
2008-09-24 08:00:00;33.2;164.1;14.3;18.7;146
2008-09-24 09:00:00;63;148.1;47.2;55.4;177.7
2008-09-24 10:00:00;58.9;75.9;22.1;42.2;98.6
2008-09-24 11:00:00;20.2;37.5;15.3;29.2;100.8
2008-09-24 12:00:00;12;46.9;28.4;17.8;67.7
2008-09-24 13:00:00;10.1;26.3;27.2;53.4;50.4
2008-09-24 14:00:00;9.7;10.7;29.3;35;71.1
2008-09-24 15:00:00;16.3;33.1;40.9;14.1;42
2008-09-24 16:00:00;20.8;48.7;21.1;15.3;43.6
2008-09-24 17:00:00;14.8;45.2;28.3;45.9;85
2008-09-24 18:00:00;8.1;64.9;25.5;18.5;76.8
2008-09-24 19:00:00;10;108.9;41.2;13.5;64.6
2008-09-24 20:00:00;22.2;69.5;53.2;27.6;89.6
2008-09-24 21:00:00;26.4;70.1;33.4;33.5;57.6
2008-09-24 22:00:00;28.7;58.9;39.5;50.7;85.2
2008-09-24 23:00:00;19.6;62.2;38.4;21.5;106.6
2008-09-25 00:00:00;31.2;64.9;48.8;34;93.8
2008-09-25 01:00:00;20;51.7;25.7;42.6;93.4
2008-09-25 02:00:00;33.5;47.4;12.4;28.8;93.8
2008-09-25 03:00:00;16.5;29.6;28.8;11.2;65
2008-09-25 04:00:00;15.5;23.1;14.9;9.3;62.2
2008-09-25 05:00:00;16.1;22;15.7;7.3;48.1
2008-09-25 06:00:00;13.2;24.3;14.6;25.3;43.2
2008-09-25 07:00:00;20.3;45.8;19.2;20.5;51.6
2008-09-25 08:00:00;14.6;64.1;34.4;21.2;65.1
2008-09-25 09:00:00;20.5;78.3;29.9;36.2;114.8
2008-09-25 10:00:00;35.6;41.5;16.2;22.2;91.3
2008-09-25 11:00:00;14.9;52.1;24;20.1;61.2
2008-09-25 12:00:00;25.5;70.9;24;32.9;58.1
2008-09-25 13:00:00;6.6;78.3;20.3;13.7;42.1
2008-09-25 14:00:00;16.3;82.4;28.4;15.9;44.3
2008-09-25 15:00:00;13.2;77.5;36.1;22.8;61.5
2008-09-25 16:00:00;10.5;55.6;25.7;19.6;49.1
2008-09-25 17:00:00;13.8;74.6;26.6;31.3;34
2008-09-25 18:00:00;13.6;58.1;36.3;30.8;43.2
2008-09-25 19:00:00;23.8;56.8;29.8;35.7;54.7
2008-09-25 20:00:00;39.3;68;25.1;24.1;41.3
2008-09-25 21:00:00;24.3;49.7;23.2;15.3;51.9
2008-09-25 22:00:00;18.2;39.8;29;32.2;32.2
2008-09-25 23:00:00;10.6;23.9;23.2;39.3;42.8
2008-09-26 00:00:00;14.2;32.9;25.7;24.2;53.3
2008-09-26 01:00:00;23.1;26;17.1;20.5;39.1
2008-09-26 02:00:00;14.2;42.2;14.9;16.1;36.9
2008-09-26 03:00:00;13.5;20.7;8.3;19.8;48.8
2008-09-26 04:00:00;14.9;36;22.8;24.1;27.6
2008-09-26 05:00:00;23.1;40.7;21.5;25.9;38.4
2008-09-26 06:00:00;16.9;45.9;18.2;16;18.9
2008-09-26 07:00:00;30.1;64.2;14.8;27;43.6
2008-09-26 08:00:00;12.8;114.8;25.7;43.3;69
2008-09-26 09:00:00;21.6;121.3;22;47.7;78
2008-09-26 10:00:00;39.2;59.3;33.1;47.6;63.9
2008-09-26 11:00:00;26.6;33.1;39.9;42;60.7
2008-09-26 12:00:00;9.9;25.8;22.9;22.2;14.6
2008-09-26 13:00:00;11.2;27.9;22.8;21.5;44.5
2008-09-26 14:00:00;7;33.6;30;28.2;104.1
2008-09-26 15:00:00;9.9;82.6;34;51.9;35.2
2008-09-26 16:00:00;6.8;31.2;33;29.2;65
2008-09-26 17:00:00;24.8;13.7;;24.3;28
2008-09-26 18:00:00;17.9;38.7;;27.1;39.4
2008-09-26 19:00:00;40.8;47.9;;17.4;35.5
2008-09-26 20:00:00;13.5;44.3;;77.3;24
2008-09-26 21:00:00;29.8;19.9;;49.3;31.1
2008-09-26 22:00:00;19.7;36.3;;16;31.8
2008-09-26 23:00:00;40.3;35.6;;26.5;33.4
2008-09-27 00:00:00;11.8;36.6;;23;18.4
2008-09-27 01:00:00;22.8;29.5;;13.7;11
2008-09-27 02:00:00;11;16.3;;11.4;23.3
2008-09-27 03:00:00;8.3;11.2;;11.9;12.3
2008-09-27 04:00:00;11;6.2;;10.3;12
2008-09-27 05:00:00;11.6;8.8;;8.7;21.4
2008-09-27 06:00:00;10.7;17.1;;7.3;29.1
2008-09-27 07:00:00;6.3;45.2;;20.1;20.4
2008-09-27 08:00:00;8.4;25.9;;13.5;8.5
2008-09-27 09:00:00;11.4;9.2;;27.1;13.2
2008-09-27 10:00:00;12.6;8.8;;11.4;17
2008-09-27 11:00:00;31;20.8;;12.3;21.3
2008-09-27 12:00:00;7.3;14.1;;7.7;29.6
2008-09-27 13:00:00;22.2;11.1;;13.7;17.3
2008-09-27 14:00:00;12.8;34;;24.7;32.2
2008-09-27 15:00:00;9.7;52.8;;21.9;45.3
2008-09-27 16:00:00;38.3;72.4;;49;63.9
2008-09-27 17:00:00;26.1;72.6;;50.8;25.3
2008-09-27 18:00:00;25.9;64.9;;38.4;55.1
2008-09-27 19:00:00;46.3;58.2;;49.5;64
2008-09-27 20:00:00;35;79.1;;46.2;63.5
2008-09-27 21:00:00;43.9;75.5;;50.3;69.9
2008-09-27 22:00:00;42.6;102.1;;34.8;73.4
2008-09-27 23:00:00;37;123.1;;43.4;84.8
2008-09-28 00:00:00;47;85.4;;53.3;117.7
2008-09-28 01:00:00;40.9;100.6;;30.8;80.3
2008-09-28 02:00:00;25.3;77.1;;36.9;78
2008-09-28 03:00:00;30.1;72.4;;41.9;23.4
2008-09-28 04:00:00;24.1;69.6;;24.6;36.3
2008-09-28 05:00:00;48.2;51;;35.2;27.7
2008-09-28 06:00:00;15.1;36.6;;39.9;20.3
2008-09-28 07:00:00;11;97.7;;27;31.1
2008-09-28 08:00:00;11.6;71.3;;22.3;25.2
2008-09-28 09:00:00;14.2;43.7;;28;20.9
2008-09-28 10:00:00;34.1;32;;24.6;38.9
2008-09-28 11:00:00;23.2;27.4;;23.7;51.5
2008-09-28 12:00:00;21.4;48;;13.9;29.7
2008-09-28 13:00:00;10.4;55.3;;13.8;37.1
2008-09-28 14:00:00;8.8;44.9;;16.4;44.3
2008-09-28 15:00:00;28;53.6;;9.4;17
2008-09-28 16:00:00;12.2;77.6;;43.8;42.1
2008-09-28 17:00:00;10.7;44.1;;16.2;36
2008-09-28 18:00:00;13.5;44;;36.3;33.9
2008-09-28 19:00:00;21.9;55.1;;24.8;49.7
2008-09-28 20:00:00;27.1;53.8;;58;51.7
2008-09-28 21:00:00;39.2;51.3;;44.6;42.7
2008-09-28 22:00:00;11.9;53.5;;29.3;60.8
2008-09-28 23:00:00;22.7;50.8;;18.8;42.2
2008-09-29 00:00:00;26;39.8;;46.7;58.6
2008-09-29 01:00:00;15.9;27.5;;21.8;57.3
2008-09-29 02:00:00;18.6;42;;27.5;51.4
2008-09-29 03:00:00;10.1;46.7;;33.7;37.1
2008-09-29 04:00:00;15.7;13.2;;26.7;29.8
2008-09-29 05:00:00;19.7;31.4;;13.7;27.8
2008-09-29 06:00:00;12.4;24;;29;25.6
2008-09-29 07:00:00;10.8;40.3;;45.2;36.3
2008-09-29 08:00:00;17.7;41.4;;14;17.1
2008-09-29 09:00:00;21.2;23.7;;21.4;19.2
2008-09-29 10:00:00;14.6;45.3;;30;33.4
2008-09-29 11:00:00;21;57.1;;26.1;42.4
2008-09-29 12:00:00;17.4;63.8;;20.7;30.4
2008-09-29 13:00:00;22.3;93.1;;30.8;79.1
2008-09-29 14:00:00;37;64;;19.4;44.9
2008-09-29 15:00:00;21.5;59.4;;20.8;71.1
2008-09-29 16:00:00;5.1;45.1;;10.1;30.2
2008-09-29 17:00:00;11.9;73.8;;15.4;21.5
2008-09-29 18:00:00;10.6;46;;20.9;21.5
2008-09-29 19:00:00;25.1;72.4;;21.6;51.3
2008-09-29 20:00:00;18.1;67.8;;30.5;47.2
2008-09-29 21:00:00;28.4;76.9;;42.9;43.9
2008-09-29 22:00:00;46.7;93.4;;21.3;87.7
2008-09-29 23:00:00;26.7;146;;46.2;51.3
2008-09-30 00:00:00;37.8;183.6;;50.3;114.4
2008-09-30 01:00:00;25.4;157.7;;30.2;56.1
2008-09-30 02:00:00;30.4;127.1;;40.6;31.3
2008-09-30 03:00:00;34.4;104.9;;44.6;31.3
2008-09-30 04:00:00;17.4;64.8;;35.1;49
2008-09-30 05:00:00;15;36.8;;29.9;45.1
2008-09-30 06:00:00;25.7;32.2;;17.8;16.2
2008-09-30 07:00:00;18.6;64.4;;16.4;38.5
2008-09-30 08:00:00;23.7;40.9;;9.9;36.5
2008-09-30 09:00:00;25.2;36.5;;25.8;42.1
2008-09-30 10:00:00;46.8;32.7;;36.9;84.5
2008-09-30 11:00:00;16.9;24.5;;35;54.7
